"Index","Var_name","Estimate","L_bound","U_bound","gradient","at_bound","family","target","p1","p2","p3","p4","mapped_value","absolute_error","mapped","note","fitted_index","local_index","jittered_value","jitter_method","jitter_space","jitter_scale","jitter_center","jitter_standardized_shift","jitter_effective_cv","jitter_max_safe_cv","jitter_cv_limited","jitter_safe_cv_cap_enabled","boundary_adjusted","nominal_cv"
414,"region_rec_diffs(2,67)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",359,NA,NA,NA,0,0,TRUE,NA,414,414,0.0669151931670871,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.11525321945145,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
415,"region_rec_diffs(2,68)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",360,NA,NA,NA,0,0,TRUE,NA,415,415,0.00100083975694343,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.0166806626157238,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
416,"region_rec_diffs(2,69)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",361,NA,NA,NA,0,0,TRUE,NA,416,416,0.0227204096921847,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.378673494869745,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
417,"region_rec_diffs(2,70)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",362,NA,NA,NA,0,0,TRUE,NA,417,417,-0.00867833015202146,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.144638835867024,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
418,"region_rec_diffs(2,71)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",363,NA,NA,NA,0,0,TRUE,NA,418,418,-0.00383844124885391,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.0639740208142318,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
419,"region_rec_diffs(2,72)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",364,NA,NA,NA,0,0,TRUE,NA,419,419,0.000259413034124911,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.00432355056874852,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
420,"region_rec_diffs(2,73)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",365,NA,NA,NA,0,0,TRUE,NA,420,420,0.0921635735563235,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.53605955927206,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
421,"region_rec_diffs(2,74)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",366,NA,NA,NA,0,0,TRUE,NA,421,421,-0.058514921857852,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.975248697630867,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
422,"region_rec_diffs(2,75)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",367,NA,NA,NA,0,0,TRUE,NA,422,422,-0.00469863444416063,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.0783105740693439,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
423,"region_rec_diffs(2,76)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",368,NA,NA,NA,0,0,TRUE,NA,423,423,0.00407454191135326,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.0679090318558876,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
424,"region_rec_diffs(2,77)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",369,NA,NA,NA,0,0,TRUE,NA,424,424,-0.0198754544495081,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.331257574158468,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
425,"region_rec_diffs(2,78)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",370,NA,NA,NA,0,0,TRUE,NA,425,425,0.0802014299802587,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.33669049967098,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
426,"region_rec_diffs(2,79)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",371,NA,NA,NA,0,0,TRUE,NA,426,426,-0.0207021523456343,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.345035872427239,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
427,"region_rec_diffs(2,80)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",372,NA,NA,NA,0,0,TRUE,NA,427,427,0.0057865086546327,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.0964418109105451,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
428,"region_rec_diffs(2,81)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",373,NA,NA,NA,0,0,TRUE,NA,428,428,0.0477552887782675,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.795921479637792,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
429,"region_rec_diffs(2,82)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",374,NA,NA,NA,0,0,TRUE,NA,429,429,-0.084557962472751,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.40929937454585,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
430,"region_rec_diffs(2,83)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",375,NA,NA,NA,0,0,TRUE,NA,430,430,-0.0494804188030322,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.824673646717204,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
431,"region_rec_diffs(2,84)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",376,NA,NA,NA,0,0,TRUE,NA,431,431,-0.018195239509482,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.3032539918247,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
432,"region_rec_diffs(2,85)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",377,NA,NA,NA,0,0,TRUE,NA,432,432,0.0671163454131722,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.1186057568862,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
433,"region_rec_diffs(2,86)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",378,NA,NA,NA,0,0,TRUE,NA,433,433,-0.0219470500899588,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.36578416816598,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
434,"region_rec_diffs(2,87)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",379,NA,NA,NA,0,0,TRUE,NA,434,434,0.0140819517828716,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.234699196381194,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
435,"region_rec_diffs(2,88)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",380,NA,NA,NA,0,0,TRUE,NA,435,435,-0.0340695959859332,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.567826599765553,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
436,"region_rec_diffs(2,89)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",381,NA,NA,NA,0,0,TRUE,NA,436,436,0.0295702349119558,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.492837248532596,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
437,"region_rec_diffs(2,90)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",382,NA,NA,NA,0,0,TRUE,NA,437,437,-0.0493547018431357,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.822578364052262,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
438,"region_rec_diffs(2,91)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",383,NA,NA,NA,0,0,TRUE,NA,438,438,0.114393785090261,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.90656308483768,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
439,"region_rec_diffs(2,92)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",384,NA,NA,NA,0,0,TRUE,NA,439,439,-0.0516232415547782,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.860387359246302,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
440,"region_rec_diffs(2,93)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",385,NA,NA,NA,0,0,TRUE,NA,440,440,-0.085459769761659,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.42432949602765,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
441,"region_rec_diffs(2,94)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",386,NA,NA,NA,0,0,TRUE,NA,441,441,0.0436082491365486,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.72680415227581,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
442,"region_rec_diffs(2,95)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",387,NA,NA,NA,0,0,TRUE,NA,442,442,0.112214089693805,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.87023482823008,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
443,"region_rec_diffs(2,96)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",388,NA,NA,NA,0,0,TRUE,NA,443,443,-0.0353696446558809,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.589494077598015,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
444,"region_rec_diffs(2,97)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",389,NA,NA,NA,0,0,TRUE,NA,444,444,-0.0523444075053954,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.872406791756589,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
445,"region_rec_diffs(2,98)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",390,NA,NA,NA,0,0,TRUE,NA,445,445,0.0437343233527807,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.728905389213012,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
446,"region_rec_diffs(2,99)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",391,NA,NA,NA,0,0,TRUE,NA,446,446,-0.133872904305237,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-2.23121507175394,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
447,"region_rec_diffs(2,100)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",392,NA,NA,NA,0,0,TRUE,NA,447,447,-0.021635778301023,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.36059630501705,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
448,"region_rec_diffs(2,101)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",393,NA,NA,NA,0,0,TRUE,NA,448,448,0.105972887439805,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.76621479066341,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
449,"region_rec_diffs(2,102)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",394,NA,NA,NA,0,0,TRUE,NA,449,449,-0.0966007227605972,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.61001204600995,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
450,"region_rec_diffs(2,103)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",395,NA,NA,NA,0,0,TRUE,NA,450,450,-0.0150271986587658,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.25045331097943,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
451,"region_rec_diffs(2,104)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",396,NA,NA,NA,0,0,TRUE,NA,451,451,-0.0457456032303902,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.762426720506504,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
452,"region_rec_diffs(2,105)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",397,NA,NA,NA,0,0,TRUE,NA,452,452,0.0230864206488262,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.384773677480436,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
453,"region_rec_diffs(2,106)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",398,NA,NA,NA,0,0,TRUE,NA,453,453,-0.0799113028268827,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.33185504711471,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
454,"region_rec_diffs(2,107)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",399,NA,NA,NA,0,0,TRUE,NA,454,454,0.00233357121421962,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.038892853570327,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
455,"region_rec_diffs(2,108)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",400,NA,NA,NA,0,0,TRUE,NA,455,455,0.0137540578674602,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.229234297791003,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
456,"region_rec_diffs(2,109)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",401,NA,NA,NA,0,0,TRUE,NA,456,456,0.0956161161281841,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.59360193546973,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
457,"region_rec_diffs(2,110)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",402,NA,NA,NA,0,0,TRUE,NA,457,457,0.134924475733223,"mean_preserving_scaled_beta","bounded_natural",0.06,0,2.24874126222039,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
458,"region_rec_diffs(2,111)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",403,NA,NA,NA,0,0,TRUE,NA,458,458,-0.0177686714366025,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.296144523943376,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
459,"region_rec_diffs(2,112)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",404,NA,NA,NA,0,0,TRUE,NA,459,459,0.0929292073508456,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.54882012251409,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
460,"region_rec_diffs(2,113)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",405,NA,NA,NA,0,0,TRUE,NA,460,460,0.0337193997042418,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.561989995070696,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
461,"region_rec_diffs(2,114)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",406,NA,NA,NA,0,0,TRUE,NA,461,461,-0.0239587005388446,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.39931167564741,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
462,"region_rec_diffs(2,115)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",407,NA,NA,NA,0,0,TRUE,NA,462,462,0.057170532993533,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.952842216558884,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
463,"region_rec_diffs(2,116)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",408,NA,NA,NA,0,0,TRUE,NA,463,463,0.0409850238482061,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.683083730803435,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
464,"region_rec_diffs(2,117)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",409,NA,NA,NA,0,0,TRUE,NA,464,464,0.0406334158209667,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.677223597016111,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
465,"region_rec_diffs(2,118)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",410,NA,NA,NA,0,0,TRUE,NA,465,465,0.0499007245821597,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.831678743035994,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
466,"region_rec_diffs(2,119)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",411,NA,NA,NA,0,0,TRUE,NA,466,466,0.0472538495177215,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.787564158628691,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
467,"region_rec_diffs(2,120)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",412,NA,NA,NA,0,0,TRUE,NA,467,467,-0.00402161509525634,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.0670269182542723,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
468,"region_rec_diffs(2,121)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",413,NA,NA,NA,0,0,TRUE,NA,468,468,-0.0461235902743335,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.768726504572226,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
469,"region_rec_diffs(2,122)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",414,NA,NA,NA,0,0,TRUE,NA,469,469,0.038443079901334,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.640717998355567,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
470,"region_rec_diffs(2,123)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",415,NA,NA,NA,0,0,TRUE,NA,470,470,0.00817569715485611,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.136261619247602,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
471,"region_rec_diffs(2,124)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",416,NA,NA,NA,0,0,TRUE,NA,471,471,0.0115842193863021,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.193070323105034,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
472,"region_rec_diffs(2,125)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",417,NA,NA,NA,0,0,TRUE,NA,472,472,-0.00567427311020152,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.0945712185033587,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
473,"region_rec_diffs(2,126)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",418,NA,NA,NA,0,0,TRUE,NA,473,473,0.0204447203085332,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.340745338475553,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
474,"region_rec_diffs(2,127)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",419,NA,NA,NA,0,0,TRUE,NA,474,474,0.0612936026801854,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.02156004466976,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
475,"region_rec_diffs(2,128)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",420,NA,NA,NA,0,0,TRUE,NA,475,475,-0.0821642742481989,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.36940457080332,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
476,"region_rec_diffs(2,129)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",421,NA,NA,NA,0,0,TRUE,NA,476,476,-0.0256095840419848,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.426826400699746,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
477,"region_rec_diffs(2,130)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",422,NA,NA,NA,0,0,TRUE,NA,477,477,-0.0204766656297046,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.341277760495077,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
478,"region_rec_diffs(2,131)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",423,NA,NA,NA,0,0,TRUE,NA,478,478,-0.0178002494016178,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.296670823360297,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
479,"region_rec_diffs(2,132)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",424,NA,NA,NA,0,0,TRUE,NA,479,479,0.0662770305326621,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.10461717554437,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
480,"region_rec_diffs(2,133)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",425,NA,NA,NA,0,0,TRUE,NA,480,480,-0.0119442229615623,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.199070382692705,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
481,"region_rec_diffs(2,134)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",426,NA,NA,NA,0,0,TRUE,NA,481,481,-0.0160420338227123,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.267367230378538,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
482,"region_rec_diffs(2,135)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",427,NA,NA,NA,0,0,TRUE,NA,482,482,0.0281543697161331,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.469239495268884,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
483,"region_rec_diffs(2,136)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",428,NA,NA,NA,0,0,TRUE,NA,483,483,0.0361519458225938,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.602532430376564,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
484,"region_rec_diffs(2,137)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",429,NA,NA,NA,0,0,TRUE,NA,484,484,0.0242311885000346,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.403853141667243,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
485,"region_rec_diffs(2,138)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",430,NA,NA,NA,0,0,TRUE,NA,485,485,-0.0409343411981533,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.682239019969222,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
486,"region_rec_diffs(2,139)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",431,NA,NA,NA,0,0,TRUE,NA,486,486,0.0596190986082297,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.993651643470494,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
487,"region_rec_diffs(2,140)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",432,NA,NA,NA,0,0,TRUE,NA,487,487,0.0126070286965887,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.210117144943145,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
488,"region_rec_diffs(2,141)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",433,NA,NA,NA,0,0,TRUE,NA,488,488,0.0214359806308186,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.357266343846977,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
489,"region_rec_diffs(2,142)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",434,NA,NA,NA,0,0,TRUE,NA,489,489,-0.0195038549688809,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.325064249481347,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
490,"region_rec_diffs(2,143)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",435,NA,NA,NA,0,0,TRUE,NA,490,490,-0.0151783391324032,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.252972318873386,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
491,"region_rec_diffs(2,144)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",436,NA,NA,NA,0,0,TRUE,NA,491,491,-0.13302641006922,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-2.21710683448701,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
492,"region_rec_diffs(2,145)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",437,NA,NA,NA,0,0,TRUE,NA,492,492,-0.0262401151781013,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.437335252968355,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
493,"region_rec_diffs(2,146)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",438,NA,NA,NA,0,0,TRUE,NA,493,493,0.0363523571762645,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.605872619604408,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
494,"region_rec_diffs(2,147)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",439,NA,NA,NA,0,0,TRUE,NA,494,494,-0.0289199126557822,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.481998544263037,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
495,"region_rec_diffs(2,148)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",440,NA,NA,NA,0,0,TRUE,NA,495,495,0.00447202373885069,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.0745337289808449,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
496,"region_rec_diffs(2,149)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",441,NA,NA,NA,0,0,TRUE,NA,496,496,0.0346731098893427,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.577885164822378,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
497,"region_rec_diffs(2,150)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",442,NA,NA,NA,0,0,TRUE,NA,497,497,0.0808614168740922,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.34769028123487,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
498,"region_rec_diffs(2,151)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",443,NA,NA,NA,0,0,TRUE,NA,498,498,-0.0213094118540873,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.355156864234788,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
499,"region_rec_diffs(2,152)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",444,NA,NA,NA,0,0,TRUE,NA,499,499,0.139498323374165,"mean_preserving_scaled_beta","bounded_natural",0.06,0,2.32497205623609,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
500,"region_rec_diffs(2,153)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",445,NA,NA,NA,0,0,TRUE,NA,500,500,0.0262968427309413,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.438280712182356,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
501,"region_rec_diffs(2,154)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",446,NA,NA,NA,0,0,TRUE,NA,501,501,-0.0490212183170153,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.817020305283589,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
502,"region_rec_diffs(2,155)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",447,NA,NA,NA,0,0,TRUE,NA,502,502,-0.0467086674949009,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.778477791581681,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
